Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude
4298232271,2016-11-29T00:00:00,1206,,,CA,201704,,VOLK,PA,SL,5643 STANSBURY AVENUE,00365,53,80.69BS,NO PARK/STREET CLEAN,73,6428255.240963,1885595.728875
4310560833,2017-06-16T00:00:00,104,,,CA,201703,,FORD,PA,RD,870 RO WESTERN AVE S,00403,54,80.61,STANDNG IN ALLEY,68,6478463.79600291,1748396.37648672
4346839766,2019-01-30T00:00:00,2230.0,,,CA,201903.0,,FRHT,CM,WT,8100 HASKELL AVE,00317,53.0,80.69B,NO PARKING,73.0,6418087.45048,1902113.709175
1111976202,2015-10-16T00:00:00,1944,,,OR,201609,,TOYO,PA,GR,100 WORLD WAY L/L,3C101,2,8939,WHITE CURB,58,6440041.1,1802686.2
4251422722,2015-02-01T00:00:00,856,,,CA,201412,,CHRY,PA,BL,3380 JEFFRIES AVE,00632,56,5204A-,DISPLAY OF TABS,25,99999,99999
1116786156,2017-03-06T00:00:00,838,,,CA,201705,,BENZ,PA,BL,5760 FOOTHILL,00444,54,8069BS,NO PARK/STREET CLEAN,73,6466370.1800657,1861607.59213167
4350589176,2019-03-17T00:00:00,655.0,,,CA,12.0,,MERZ,PA,BK,1450 WRIGHT ST,00600,56.0,80.49+,18 IN/CURB/COMM VEH,63.0,99999.0,99999.0
4330651290,2018-04-19T00:00:00,630,,,CA,201804,,ACUR,PA,BK,6948 MURIETTA AVE,00309,53,5200,DISPLAY OF PLATES,25,6428953.943912,1894321.517323
4303369836,2017-02-15T00:00:00,1120,,,CA,201710,,TOYT,PA,WT,9605 CROESUS AVE,00557,55,80.69BS,NO PARK/STREET CLEAN,73,6490692.22688,1804026.664183
4254681056,2015-03-08T00:00:00,1937,WV320,,CA,11,,BMW,PA,BK,1101 GLENDON AV,00111,51,88.13B+,METER EXP.,63,6513723.7,1863802.2
4271008335,2015-11-20T00:00:00,1140,,,CA,201611,,INFI,PA,GY,16640 VENTURA BL,00387,53,22507.8C,DISABLED PARKING/CRO,363,6412058.1,1880199.5
4311540063,2017-06-28T00:00:00,1117,,,CA,201710,,MERZ,PA,TN,620 ST ANDREWS PL S,465R1,54,80.69BS,NO PARK/STREET CLEAN,73,6467298.883155,1845356.244275
4284348670,2016-07-19T00:00:00,750,,,CA,201704,,TOYT,PA,SL,7510 FIGUEROA ST,00500,55,80.70,NO STOPPING/ANTI-GRI,163,6475957.2,1812178.3
1110842596,2016-04-20T00:00:00,810,,,CA,,,UNK,PA,SI,3728 S CLARINGTON AV,00146,51,8069BS,NO PARK/STREET CLEAN,73,99999,99999
4267437370,2015-09-19T00:00:00,2357,12,,FL,201606,,FORD,PA,SL,1030 MANZANITA ST,00401,54,80.58L,PREFERENTIAL PARKING,68,99999,99999
4269251910,2015-10-23T00:00:00,1127,PR45,,CA,201609,,TOYT,PA,BK,1100 ROBERTSON BL S,00111,51,88.13B+,METER EXP.,63,6445456.6,1843383.4
4352688874,2019-04-14T00:00:00,1311.0,137,,CA,201906.0,,MAZD,PA,GY,1427 SIERRA BONITA AVE,00208,51.0,80.58L,PREFERENTIAL PARKING,68.0,6452907.8305669995,1840389.4141330002
4333087021,2018-06-03T00:00:00,234.0,,,CA,201807.0,,TOYT,PA,GY,112 5TH ST W,00600,56.0,80.69B,NO PARKING,73.0,6486319.916119999,1839511.851774
4250936266,2015-01-16T00:00:00,1607,,,CA,201411,,HOND,PA,BK,12826 VICTORY BLVD,300,53,80.70,NO STOPPING/ANTI-GRI,163,6436996,1890582
4271135131,2015-12-04T00:00:00,1141,,,CA,1,,OTHR,TK,BN,420 3RD ST W,6T4,56,80.56E1,WHITE ZONE,58,99999,99999
4271183910,2015-12-09T00:00:00,1131,,,CA,201602,,HYUN,PA,BN,4149 MONROE ST W,00445,54,80.69BS,NO PARK/STREET CLEAN,73,6474458,1853672.4
4286890565,2016-07-31T00:00:00,307,30,,CA,201702,,NISS,PA,WT,750 ALFRED ST N,00401,54,80.58L,PREFERENTIAL PARKING,68,6448036,1853339.9
4329217701,2018-04-11T00:00:00,1614,,,CA,201802,,LEXS,PA,BK,5600 WILSHIRE BLVD,103R,51,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163,6455507.408373,1845239.076327
4317853702,2017-10-10T00:00:00,1521,,,CO,,,FORD,PA,WT,2700 A/F PACIFIC AVE,00906,51,80.56E4+,RED ZONE,93,99999,99999
4336374000,2018-08-03T00:00:00,1414.0,96,,CA,201906.0,,JEEP,PA,GY,1775 ORANGE DR N,00481,54.0,80.58L,PREFERENTIAL PARKING,68.0,6458210.69651,1860219.748449
4353060902,2019-04-25T00:00:00,1224.0,,,WA,201812.0,,NISS,PA,SL,1328 LINWOOD AVE,00641,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6480245.685748001,1841068.756799
4324814642,2018-01-22T00:00:00,1025,CB555A,,CA,201810,,CHEV,PA,WT,313 PICO BLVD E,00667,56,88.13B+,METER EXP.,63,6481755.320696,1836527.373633
4267748951,2015-10-02T00:00:00,1425,,,CA,201603,,TOYT,PA,WT,4924 FOUNTAIN AVE,00454,54,80.69BS,NO PARK/STREET CLEAN,73,6471797.8,1857217.5
4284933446,2016-06-05T00:00:00,1509,,,CA,201702,,HOND,PA,SL,15215 COHASSET ST,330R1,53,22500E,BLOCKING DRIVEWAY,68,99999,99999
4348762084,2019-02-07T00:00:00,2041.0,53,,CA,201910.0,,AUDI,PA,WT,838 FULLER AVE N,402A,54.0,80.58L,PREFERENTIAL PARKING,68.0,6455743.342223001,1853866.46651
4339559840,2018-09-17T00:00:00,912.0,,,CA,201902.0,,FORD,VN,BL,14300 VAN NUYS BLVD,00331,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6427163.381291,1913412.2773479999
4322353991,2017-12-28T00:00:00,1635,,1525,CA,201805,,FORD,PA,BK,7509 BROADWAY S,00500,55,80.69C,PARKED OVER TIME LIMIT,58,6477286.391109,1812197.433163
4338415653,2018-08-24T00:00:00,845.0,,,CA,201904.0,,MITS,PA,BK,1330 LOGAN ST,00672,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6483481.238809,1850713.3422029999
4271917016,2015-12-04T00:00:00,1213,,,CA,1,,MERZ,PA,SL,1811 BARRINGTON AVE E,00181,51,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
1111137344,2015-03-18T00:00:00,850,PR186,,CA,201603,,TOYO,PA,RE,1438 S ROBERTSON BL,00146,51,8813B,METER EXPIRED,63,6445391.9,1842143
4301909043,2017-02-28T00:00:00,1920,86,,CA,201704,,HYUN,PA,GY,4431 58TH PL W,00500,55,80.58L,PREFERENTIAL PARKING,68,99999,99999
1112994105,2016-11-05T00:00:00,1620,,,CA,201607,,HYUN,PA,GR,17TH/MESA,MQ88,1,4000A1,NO EVIDENCE OF REG,50,99999,99999
4252563464,2015-02-09T00:00:00,1039,,,CA,201506,,MERZ,PA,BK,17925 KILLION ST,00374,53,80.69BS,NO PARK/STREET CLEAN,73,6403590.6,1884989
4265405675,2015-08-26T00:00:00,1136,,,CA,6,,FORD,VN,WT,780 KOHLER ST S,651B,56,80.69B,NO PARKING,73,6487626.3,1835355
4262061495,2015-07-12T00:00:00,1401,,,CA,201601,,VOLK,PA,GN,111 HOPE ST N,00610,56,80.56E4+,RED ZONE,93,6485657.9,1842617.7
4339776604,2018-09-12T00:00:00,1052.0,SO229,,CA,201812.0,,LEXS,PA,WT,4501 LEMONA AV,00321,53.0,88.13B+,METER EXP.,63.0,6422615.303590001,1878278.5100619998
1109932563,2015-03-29T00:00:00,1605,,,CA,201506,,TOYO,PA,GY,1633 PURDUE AVE,00008,1,8058L,PREF PARKING,68,6425146.5,1839343
4267858615,2015-09-12T00:00:00,1637,CB3000A,,CA,201601,,NISS,PA,UN,201 4TH ST W,00600,56,88.13B+,METER EXP.,63,6486452.7,1840241.6
4262889315,2015-07-20T00:00:00,1740,SL9306,,CA,201603,,FORD,PA,GN,3820 SUNSET BLVD,00403,54,88.13B+,METER EXP.,63,6477198.6,1855637.5
4331657934,2018-04-30T00:00:00,1303.0,,,CA,201808.0,,TOYT,PA,SL,5650 WILSHIRE BL,00142,51.0,80.56E4+,RED ZONE,93.0,6455224.2443389995,1845246.6157349998
4318999926,2017-10-26T00:00:00,223,,,CA,201707,,JEEP,PA,GY,805 BARRINGTON AVE,503A,51,5204A-,DISPLAY OF TABS,25,6420202.2376179,1842673.18973831
4314685734,2017-08-18T00:00:00,822,,,AZ,201804,,BMW,PA,WT,1615 GREENFIELD AVE,00155,51,80.69BS,NO PARK/STREET CLEAN,73,6427543.76115,1841021.329235
4282284112,2016-04-28T00:00:00,1415,,1140,CA,201611,,VOLK,PA,BK,1349 ABBOT KINNEY BLVD,00408,51,80.69C,PARKED OVER TIME LIM,58,6420182.2,1819373.9
4353680844,2019-04-29T00:00:00,1003.0,,,CA,201902.0,,ACUR,PA,GY,1403 INNES PL S,00137,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6418438.987503,1818764.0377990003
4261122246,2015-06-10T00:00:00,103,,,CA,201505,,MERZ,PA,RD,8900 VISTA DEL MAR,00107,51,80.69B,NO PARKING,73,6427766,1802009
4276910540,2016-02-12T00:00:00,1704,WSV257A,,FL,201712,,MERZ,PA,WT,1200 STONER AV,201B,51,88.13B+,METER EXP.,63,6421785.5,1840434
4316632110,2017-09-11T00:00:00,1220,,,CA,201804,,NISS,PA,BK,1700 103RD ST W,00552,55,80.69B,NO PARKING,73,6468611.014919,1801851.607628
1109292144,2015-01-20T00:00:00,1301,,,CA,201507,,BENZ,PA,SI,738 N COLE PL,00463,54,8069BS,NO PARK/STREET CLEAN,73,99999,99999
4295729314,2016-10-27T00:00:00,1238,,,CA,201611,,VOLK,PA,SL,4230 ARLINGTON AVE,00543,55,80.69BS,NO PARK/STREET CLEAN,73,6465222.2241847,1824972.87659439
4321171422,2017-11-21T00:00:00,1313,,1054,CA,201804,,VOLV,PA,GY,1600 NORTH CHEROKEE AVENUE,00481,54,80.69C,PARKED OVER TIME LIMIT,58,6460243.080706,1858833.943423
4253092045,2015-02-10T00:00:00,1009,,,CA,201511,,KIA,PA,SL,2126 RIDGELEY DR,146R2,51,80.69BS,NO PARK/STREET CLEAN,73,6452765.2,1836531.4
4255236801,2015-03-16T00:00:00,819,CB1320A,,CA,201505,,HYUN,PA,WT,1101 GRAND AVE S,00651,56,88.13B+,METER EXP.,63,6473443.5,1725791.4
4339368961,2018-09-10T00:00:00,1251.0,,,AZ,,,CHEV,PA,BK,640 HOPE ST S,00655,56.0,80.56E4+,RED ZONE,93.0,6483779.031878,1840167.0208400001
4272761220,2015-12-29T00:00:00,1341,,,CA,201610,,FORD,CM,WT,100 VENICE WAY,00164,51,80.69AA+,NO STOP/STAND,93,6418576.8,1818157.1
4318274413,2017-10-11T00:00:00,1347,,,CA,201805,,INFI,PA,BK,3785 DUBLIN AVE,534H,55,80.69BS,NO PARK/STREET CLEAN,73,6463969.811196,1828934.73657
4353022446,2019-04-09T00:00:00,937.0,,,CA,201905.0,,CHEV,PA,WT,9300 HARLOW AVE,00141,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6441889.502133001,1833404.2663599998
1109800145,2018-08-10T00:00:00,1530.0,,,CA,201907.0,,CHEV,PA,TA,GATES S/O N BROADWAY,4EL2,1.0,5204A,EXPIRED TAGS,25.0,99999.0,99999.0
4278031870,2016-03-11T00:00:00,1645,,,CA,1,,GRUM,CM,BN,325 8TH ST W,00600,56,80.56E4+,RED ZONE,93,6484425.5,1838472.2
4266538216,2015-08-29T00:00:00,109,,,CA,201603,,TOYT,PA,BK,1650 SCHRADER BLVD,403,54,80.69B,NO PARKING,73,6461015,1859192.2
4268507611,2015-10-23T00:00:00,1610,,,CA,201510,,BENT,PA,BN,2300 KELTON AV,00107,51,5200,DISPLAY OF PLATES,25,6430715.9,1837701.6
4309067243,2017-05-19T00:00:00,1126,,1000,CA,,,INFI,PA,SL,3000 BARRINGTON AVE,00162,51,80.69C,PARKED OVER TIME LIMIT,58,6428747.714548,1830926.971644
4317522171,2017-10-06T00:00:00,1754,,,CA,201808,,MAZD,PA,GY,1190 GAYLEY AVE,203A,51,80.69AP+,NO STOP/STANDING,93,6426724.437401,1843993.127596
4337860483,2018-08-10T00:00:00,824.0,,,CA,201907.0,,AUDI,PA,BK,436 LANDFAIR AVE,00147,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6424630.659127,1848015.297748
1109298470,2017-02-20T00:00:00,725,,,CA,201610,,EGIL,PA,GY,970 MAGNOLIA,,1,4000A1,NO EVIDENCE OF REG,50,6474864.78119139,1841850.19425217
4331437036,2018-04-26T00:00:00,1400.0,,,CA,201902.0,,FORD,PU,GN,7600 GLADE AVE,00371,53.0,80.69B,NO PARKING,73.0,6377799.228767,1898733.9296970002
4305682172,2017-04-06T00:00:00,1106,PW428,,CA,201803,,CHEV,PA,GY,11040 PICO BL W,00309,51,88.03A,OUTSIDE LINES/METER,58,6430292.692161,1836375.169615
4270686383,2015-10-29T00:00:00,1011,,,CA,201511,,DODG,PA,GY,11215 CAMARILLO ST,00352,53,80.69BS,NO PARK/STREET CLEAN,73,6448186.1,1879962.7
4283479815,2016-06-06T00:00:00,927,,,AZ,,,CHEV,PA,SL,5037 ROSEWOOD AVE W,00451,54,80.69BS,NO PARK/STREET CLEAN,73,6466485.8,1851424.3
4297545405,2016-11-19T00:00:00,1014,CB2385,,CA,201704,,MAZD,PA,GY,1200 SAN PEDRO ST S,00609,56,88.13B+,METER EXP.,63,6484916.330322,1834742.599067
4273074072,2015-12-17T00:00:00,1019,,,CA,201607,,MERC,PA,GN,831 CORONADO ST N,00453,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4256422461,2015-04-16T00:00:00,1033,,,CA,201509,,TOYT,PA,GY,3851 DENKER AVE S,00555,55,80.69BS,NO PARK/STREET CLEAN,73,6469381.2,1828300.9
4261997025,2015-07-15T00:00:00,848,,,CA,,,NISS,PA,RD,3962 GLENFELIZ BLVD,00672,56,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4314334732,2017-08-16T00:00:00,1221,,,CA,1,,FORD,PU,WT,3241 N LOWRY ROAD,00471,54,80.69BS,NO PARK/STREET CLEAN,73,6476898.743899,1863276.883999
4277866902,2016-03-11T00:00:00,1913,37,,CA,201612,,CHRY,PA,SL,7040 HAWTHORN AVE,00402,54,80.58L,PREFERENTIAL PARKING,68,6457828.3,1859071.6
4264316302,2015-08-09T00:00:00,408,,,CA,201506,,CHEV,PA,WT,15 WINDWARD AVE E,58B,51,80.69A+,STOP/STAND PROHIBIT,93,6418193.1,1818010
4284044516,2016-06-07T00:00:00,1354,SL3,,CA,201609,,BMW,PA,GY,2601 GRIFFITH PARK BL,00445,54,88.13B+,METER EXP.,63,6479342.2,1860910.1
4295642293,2016-10-19T00:00:00,844,,,CA,201710,,HOND,PA,SL,18600 LANARK STREET,00374,53,5200,DISPLAY OF PLATES,25,6398937.984782,1901954.568454
4278718592,2016-03-11T00:00:00,1149,ER158,,CA,201602,,VOLK,PA,BL,2200 MERTON AV,00672,56,88.13B+,METER EXP.,63,6495736.8,1872806.6
4300874863,2017-01-17T00:00:00,938,,,CA,201702,,TOYT,PA,RD,1428 CURSON AVE N,496R2,54,80.69BS,NO PARK/STREET CLEAN,73,6454188.026333,1857770.450739
4350824520,2019-03-14T00:00:00,844.0,,,CA,201912.0,,LEXS,PA,WT,600 ARDEN BLVD,00448,54.0,80.53,PARKED IN PARKWAY,63.0,6462950.687542,1852263.911065
4332937302,2018-05-29T00:00:00,834.0,,,LA,201907.0,,CADI,PA,GY,12115 VALLEYHEART DR,00358,53.0,80.69BS,NO PARK/STREET CLEAN,73.0,6441688.149196,1875750.808516
4259633265,2015-05-19T00:00:00,1743,NH254,,CA,201509,,TOYT,PA,GY,5300 LANKERSHIM BL,00315,53,88.13B+,METER EXP.,63,6447957.5,1883367.8
4314015801,2017-08-05T00:00:00,1937,,,CA,201708,,HOND,PA,WT,2110 CORINTH AVE,00302,51,5200,DISPLAY OF PLATES,25,6427372.189683,1836817.207624
4260407664,2015-06-09T00:00:00,1031,,,CA,201507,,FORD,PU,BK,4701 PACIFIC AVE,00131,51,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4337545144,2018-09-06T00:00:00,817.0,,,CA,201812.0,,MERZ,PA,SL,1800 WESTHOLME AVE,154,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6431902.822395,1842383.855656
4270342322,2015-10-30T00:00:00,1227,,,CA,201610,,HOND,PA,GY,1701 CAMDEN AVE,00111,51,80.69BS,NO PARK/STREET CLEAN,73,6427735.7,1840182.3
1109143265,2018-11-12T00:00:00,2230.0,,,CA,201811.0,,CHEV,PA,BK,RAYEN ST E/O SEPULVE,19A79,1.0,010,22500E,68.0,99999.0,99999.0
4323902085,2017-12-27T00:00:00,836,,,AZ,,,HYUN,PA,BL,14127 AINSWORTH STREET,00558,55,80.69BS,NO PARK/STREET CLEAN,73,6473570.3174124,1787319.94646102
4332760902,2018-05-15T00:00:00,811.0,,,CA,201905.0,,BMW,PA,BG,707 30TH ST W,00536,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6476868.036203,1831916.7104180001
4250182005,2015-01-08T00:00:00,808,WU1041,,CA,,,BMW,PA,WT,1026 INGRAHAM ST W,00644,56,88.13B+,METER EXP.,63,6482294.4,1841123.6
4266813574,2015-09-23T00:00:00,1141,,,CA,4,,BMW,PA,BL,14201 DICKENS ST,00399,53,5200,DISPLAY OF PLATES,25,6427896.6,1876720
4253360996,2015-02-12T00:00:00,1226,,,CA,5,,TOYT,PU,SL,617 SOUTH OLIVE STREET,00656,56,80.56E2,YELLOW ZONE,58,6484605.6,1839887.7
4311926463,2017-06-30T00:00:00,1126,HP147,,CA,201804,,GMC,PA,WT,130 AVENUE 59 N,00672,56,88.13B+,METER EXP.,63,6503846.628534,1862780.761439
4300350320,2017-02-03T00:00:00,1739,SO457A,,CA,201706,,TSMR,PA,BL,13900 VENTURA BL,00309,53,88.13B+,METER EXP.,63,6430085.659509,1876755.374563
4321871654,2018-01-10T00:00:00,639,,,CA,201802,,TOYT,PA,SL,415 NORTH ALEXANDRIA AVENUE,57B,57,80.56E1,WHITE ZONE,58,6471370.513455,1850861.174327
4334092965,2018-06-13T00:00:00,424.0,,,CA,201712.0,,CHEV,PA,WT,255 WEST 5TH STREET,00500,55.0,80.69BS,NO PARK/STREET CLEAN,73.0,6475780.678687001,1727824.903769
4334143225,2018-06-13T00:00:00,1625.0,,,CA,201702.0,,FORD,PA,GN,16400 AINSWORTH ST,00555,55.0,5204A-,DISPLAY OF TABS,25.0,6473573.258091,1779758.2705919999
4297658562,2016-11-15T00:00:00,1229,,,CA,201705,,TOYT,PA,MR,350 NORTH MANSFIELD AVENUE,00476,54,80.69BS,NO PARK/STREET CLEAN,73,6458470.54177,1850670.804317
1115887920,2018-02-23T00:00:00,755,,,CA,201803,,TOYO,PA,WH,3300 E 7TH ST,A97,1,8069A,NO STOPPING/STANDING,93,6470859.73231861,1844253.40748335
1115104351,2016-11-08T00:00:00,715,,,CA,201611,,HYUN,PA,SI,52ND ST & LONG BEACH,13HL2,1,8058L,PREF PARKING,68,6487960.60414904,1820812.18051392
4263661161,2015-08-04T00:00:00,1239,,,CA,201511,,TOYT,PA,GO,2229 76TH ST W,00551,55,80.69BS,NO PARK/STREET CLEAN,73,99999,99999
4292439594,2016-09-07T00:00:00,1416,#2,,CA,201610,,LEXS,PA,MR,814 SIERRA BONITA AVE S,178R2,51,80.58L,PREFERENTIAL PARKING,68,6454242.7,1844533
4348311004,2019-02-21T00:00:00,1125.0,,1015.0,CA,8.0,,HOND,PA,GY,7054 W HAWTHORN AVE,00483,54.0,80.69C,PARKED OVER TIME LIMIT,58.0,6457693.744785,1859071.6963080002
4263196781,2015-07-20T00:00:00,1003,,,CA,201606,,KIA,PA,BK,3201 OVERLAND AVE,00164,51,80.56E4+,RED ZONE,93,99999,99999
4286389273,2016-06-21T00:00:00,1058,,,CA,201604,,CHEV,PA,SL,5320 VESPER AVE,00365,53,80.69BS,NO PARK/STREET CLEAN,73,6425276.8,1883577.8
1109349286,2016-04-30T00:00:00,1630,,,CA,201608,,CHRY,PA,GY,10723 S COMPTON AV,MQ53,1,225078C2,HANDICAP/CROSS HATCH,363,99999,99999
4338037410,2018-09-13T00:00:00,1416.0,,,CA,201904.0,,FORD,PA,RD,3000 CANYON LAKE DR,00408,54.0,22502A,18 IN. CURB/2 WAY,63.0,99999.0,99999.0
4286910390,2016-07-20T00:00:00,1005,,,CA,10,,CHEV,PA,BK,2331 LILLYVALE AVE,00631,56,80.69BS,NO PARK/STREET CLEAN,73,6511942.6,1848960.9
4262460344,2015-07-07T00:00:00,811,,,CA,201503,,NISS,PA,GO,1120 GRAND AVE S,00567,55,5204A-,DISPLAY OF TABS,25,99999,99999
4336394296,2018-07-11T00:00:00,1217.0,ED521,,CA,11.0,,GRUM,CM,BN,1110 TOWNE AVE S,00677,56.0,88.13B+,METER EXP.,63.0,6485832.608321,1834570.7984669998
4259149381,2015-06-12T00:00:00,844,,,AZ,,,GMC,PU,WT,21727 PARTHENIA ST,00337,53,80.69BS,NO PARK/STREET CLEAN,73,6379715.2,1905969.1
1106292902,2015-01-04T00:00:00,2330,,,CA,201405,,TOYO,PA,GR,VISTA DEL MAR/IMPERI,ZL92,1,8069B,NO PARKING,73,99999,99999
4291128634,2016-08-17T00:00:00,836,,,CA,201612,,HOND,PA,BK,1822 4TH AVE,00145,51,80.69BS,NO PARK/STREET CLEAN,73,6464338,1837325.3
4259756911,2015-05-22T00:00:00,1210,,,CA,201602,,TOYT,PA,GY,5539 CORTEEN PL,00353,53,80.69BS,NO PARK/STREET CLEAN,73,6440079.9,1884872.6
4323055553,2018-01-04T00:00:00,1347,,,CA,201802,,HOND,PA,RD,2839 SOMERSET DR,530R1,55,80.69BS,NO PARK/STREET CLEAN,73,6459447.700519,1833645.144335
4327099335,2018-03-17T00:00:00,1404,,,CA,,,TOYT,PA,GY,1200 WALL ST,00600,56,80.56E4+,RED ZONE,93,6484304.914573,1835219.063412
4315445886,2017-10-27T00:00:00,1100,,,CA,,,LEXS,PA,BL,6350 SEPULVEDA BLVD,00325,53,80.73.2,EXCEED 72HRS-ST,68,6420681.160104,1890314.576825
4315784115,2017-08-31T00:00:00,2305,132,,CA,201712,,FORD,PA,BK,459 ORANGE GROVE AVE N,401B,54,80.58L,PREFERENTIAL PARKING,68,6452537.012803,1851466.050254
4265375225,2015-08-14T00:00:00,2015,SG94,,CA,201512,,TOYT,PA,WT,1400 GARDNER ST N,00471,54,88.13B+,METER EXP.,63,6454848,1857571
4253390923,2015-02-25T00:00:00,1035,UC188,,CA,201511,,TOYT,PA,WT,3500 CAHUENGA BL,00351,53,88.13B+,METER EXP.,63,99999,99999
4286802225,2016-07-01T00:00:00,1713,,,CA,201607,,DODG,PA,BK,5132 YORK BLVD,00681,56,80.71.4,PRIVATE PROPERTY,68,6499903.6,1866455.8
4313362782,2017-07-25T00:00:00,1548,CC812A,,CA,201804,,FORD,PU,WT,901 DIAMOND ST,00641,56,88.13B+,METER EXP.,63,6485528.107935,1843732.089468
4342636524,2019-03-05T00:00:00,1653.0,,,CA,202002.0,,HOND,PA,BL,5725 MAIN ST S,00500,55.0,80.70,NO STOPPING/ANTI-GRIDLOCK ZONE,163.0,6478628.308366001,1818998.271427
4331353390,2018-05-03T00:00:00,1410.0,43,,CA,,,FORD,PA,OT,1250 WOODRUFF AVE,00148,51.0,80.58L,PREFERENTIAL PARKING,68.0,6431562.637905001,1845943.387297
4301473772,2017-02-11T00:00:00,1230,SC87,,CA,201706,,MITS,PA,SL,12101 VENTURA BL,00358,53,88.03A,OUTSIDE LINES/METER,58,6442262.305668,1875221.534159
4293497832,2016-09-16T00:00:00,132,,,CA,201606,,TOYT,PA,BK,1148 HAYWORTH AVE S,00504,51,5204A-,DISPLAY OF TABS,25,6450644.5,1842510.5
4252347632,2015-02-11T00:00:00,943,,,CA,201508,,VOLV,PA,GN,21609 STRATHERN ST,00374,53,22502A,18 IN. CURB/2 WAY,63,6380143.1,1901372.8
4254721284,2015-03-13T00:00:00,1516,,,CA,,,HYUN,PA,SL,601 9TH ST W,00669,56,80.69AP+,NO STOP/STANDING,93,6501078.5,1741559.7
4300269271,2017-01-05T00:00:00,1644,,,CA,201709,,TOYT,PA,BK,3219 GLENDALE BOULEVARD,00610,56,80.56E4+,RED ZONE,93,6482744.972223,1865528.623026
4272038761,2015-12-04T00:00:00,937,,,CA,201611,,OTHR,CM,WT,1400 VAN NESS AVE N,00481,54,80.69AP+,NO STOP/STANDING,93,6466068,1857679
4289002093,2016-08-09T00:00:00,745,,,LA,201610,,NISS,PA,GY,4910 FIGUEROA ST S,00536,55,80.70,NO STOPPING/ANTI-GRI,163,6475983.8,1821854.3
4350067234,2019-03-07T00:00:00,832.0,,,CA,201904.0,,FORD,PA,WT,219 COLUMBIA AVE,00642,56.0,80.56E4+,RED ZONE,93.0,6481924.591859,1844532.874993
4352916750,2019-04-21T00:00:00,1832.0,,,CA,201905.0,,TOYT,PA,GN,22201 CHATSWORTH ST,00319,53.0,80.69AP+,NO STOP/STANDING,93.0,6377236.896535,1919188.273393
4314069432,2017-07-31T00:00:00,615,,,CA,201804,,FORD,PA,BK,940 2ND ST E,00600,56,80.56E4+,RED ZONE,93,6484854.384203,1843169.678286
4321187743,2017-11-30T00:00:00,1214,,,CA,201709,,LEXS,PA,SL,1300 MARCO PL,00408,51,5204A-,DISPLAY OF TABS,25,99999,99999
4333149214,2018-05-24T00:00:00,924.0,,,CA,201811.0,,NISS,PA,RD,4331 ADAMS BLVD,00144,51.0,80.69BS,NO PARK/STREET CLEAN,73.0,6460587.5897389995,1834407.9925759998
4343734426,2018-11-29T00:00:00,948.0,,,TN,,,OTHR,TR,RD,900 LONG BEACH AVE,00681,56.0,80.69.1A,COMM TRAILER/22 FT.,78.0,6488647.640208,1833145.2735360002
4312591662,2017-07-07T00:00:00,1020,,,MD,201712,,TOYT,PA,BL,11000 MCCORMICK ST,00356,53,80.69BS,NO PARK/STREET CLEAN,73,6449300.792193,1882982.145549
4278081780,2016-03-02T00:00:00,1010,,,CA,201609,,NISS,PA,SL,11700 DRONFIELD AVE,00342,53,80.69BS,NO PARK/STREET CLEAN,73,6437957.6,1925492.1
1109568530,2015-11-17T00:00:00,1054,,,CA,201512,,HOND,PA,GY,2630 S BURNSIDE AV,00531,55,8069BS,NO PARK/STREET CLEAN,73,99999,99999
4351183454,2019-03-25T00:00:00,310.0,,,CA,201911.0,,BMW,PA,BL,801 SOTO ST N,00611,56.0,80.61,STANDNG IN ALLEY,68.0,6496393.233901001,1835098.6387439999
4345742752,2019-01-07T00:00:00,2025.0,,,CA,201907.0,,BMW,PA,BL,5300 8TH ST,00203,51.0,5200,DISPLAY OF PLATES,25.0,6457273.38245,1844586.32495
4301062791,2017-01-08T00:00:00,821,BH27130,,CA,201702,,TOYT,PU,WT,249 CHICAGO ST N,00610,56,88.63B+,OFF STR/OVERTIME/MTR,58,6497024.266127,1838117.082554
4318916965,2017-11-02T00:00:00,932,,,CA,1,,OTHR,OT,BN,251 ROSE AVE,00658,56,80.69B,NO PARKING,73,6489850.22451,1839218.582367
4352614906,2019-04-17T00:00:00,1119.0,,,CA,201905.0,,KIA,PA,RD,3421 MANITOU AVE,00631,56.0,80.69BS,NO PARK/STREET CLEAN,73.0,6499736.105217,1848650.6412099998
